,sentence,subject,object,label,memo
84,"누름적은 김치 ·실파 ·돼지고기 등을 큼직하게 꼬챙이에 꿰어 밀가루를 묻혀 번철에 지지는데, 맛도 좋고, 인심 좋은 황해 사람의 품성이 엿보이는 음식이다.",,,,
85,옛날 함경도에는 고구마가 많이 나서 냉면을 만드는 국수에 고구마 전분을 주로 썼으나 이남으로 이주한 도민은 제주도 감자 전분을 주로 쓰고 있다.,,,,
86,"겨울에는 전 분만으로 국수사리를 빼고, 여름에는 밀가루를 섞는다.",,,,
87,전분을 익반죽해서 국수틀에 넣고 눌러서 끓는 물에서 삶아진 면을 건져 찬물에 씻어 사리를 만든다.,,,,
88,"냉면에 올리는 회도 이북에서는 참가자미를 썼으나, 이남에서는 홍어로 회를 만들어 쓴다.",,,,
89,"홍어는 껍질을 벗기고 잘게 썰어 맑은 물이 나올 때까지 찬물에 씻어 쭉 건져 물기가 빠지면 식초를 넣어 버무리는데 여름에는 한 시간, 겨울에는 한시간 반 동안 재워 두었다가 간장을 넣어 버무린다.",,,,
90,"그대로 두었다가 냉면에 얹기 직전에 회 양념으로 무치며 오이, 무, 배는 길쭉길쭉 썰어서 매운 양념으로 무친다.",,,,
91,함흥냉면의 국수는 감자와 고구마 전분을 섞어서 만든다.,,,,
92,함흥냉면 중 인기가 있는 것은 회냉면으로 매운 냉면비빔장과 무친 가자미를 얹는다.,,,,
93,지금은 새콤달콤하게 무친 홍어회를 많이 쓰지만 동해안지방에서는 명태회를 쓰기도 한다.,,,,
94,"한국 음식은 곡류를 중심으로 하는 주식과, 곡류 외의 각종 식품으로 만드는 반찬, 후식이나 간식으로 떡과 한과가 있으며, 음료로서 차와 화채가 있다.",,,,
95,밥은 한국인의 가장 큰 주식으로서 매 끼니마다 거르지 않고 먹는 것이 한식의 원칙이다.,,,,
96,"밥의 종류는 매우 다양한데, 우선 백미를 사용하는 백미밥이 있다.",,,,
97,백미는 껍질을 벗겨낸 쌀이다.,,,,
98,백미밥은 대체로 매우 하얗고 식감이 부드러워 아침상에 나가는 것이 일반적이나 요즈음에는 매끼니 상관없이 먹는다.,,,,
99,현미밥은 껍질을 벗기지 않은 현미와 벗긴 쌀 백미를 적절히 섞은 것이다.,,,,
100,쌀에는 거의 대부분의 영양소가 껍질에 있어서 현미가 백미보다는 영양소가 많다.,,,,
101,"또한, 현미는 위장에 있는 시간이 길어 포만감이 더 오래가 다이어트에도 매우 효과적이다.",,,,
102,그러나 현미는 꽤 딱딱한 감이 있다.,,,,
103,흑미밥은 검은쌀(흑미)로 만들어진 것이다.,,,,
104,"식감은 백미와 크게 다르지 않으며, 건강에도 좋다.",,,,
105,"잡곡밥은 여러가지 곡물과 백미, 현미를 섞은 것이다.",,,,
106,거의 대부분 콩과 조. 경우에 따라선 기장도 넣는다.,,,,
107,"가장 영양소가 풍부하며, 건강식, 다이어트식으로 널리 식용된다.",,,,
108,보리밥은 보리를 현미 혹은 백미와 적절히 섞은 것이다.,,,,
109,보리는 생산량이 많고 수확되는 시기도 빨라 한민족의 주요 곡식으로 널리 애용받았다.,,,,
110,"옛날에는 가난한 농민들이 보리가 수확되기까지 걸리는 시간이 너무 고통스러워 ""보릿고개""라는 말이 붙은 적도 있다.",,,,
111,약빕은 특별한 날에만 즐겨 먹는 음식이고 밥을 뭉쳐 떡 처럼 만들었다.,,,,
112,"또한 밤과 대추 등 다양한 견과류와 과일, 채소들을 넣어 풍미가 가득하다.",,,,
113,국은 밥과 함께 언제나 상에 오른다.,,,,
114,국은 물에 국물을 내는 재료를 넣고 끓인 것이다.,,,,
115,"국의 종류는 매우 다양한데, 우선 미역국은 멸치와 다시마를 넣고 국물을 낸 뒤 미역을 넣고 끓인 것이다.",,,,
116,"또한 미역국은 산모가 출산 전, 후에 많이 먹는 국이다.",,,,
117,그래서 한국에는 생일에 미역국을 먹는 풍습이 있다.,,,,
118,"미역국은 강릉이나 제주도에서 맛있다고 유명하고, 종류에는 대표적으로 소고기 미역국, 굴미역국 등이 있다.",,,,
119,콩나물국은 콩나물을 넣고 끓인 것이다.,,,,
120,된장국은 멸치 다시마로 국물을 낸 국물에 된장을 푼 것이다.,,,,
121,무국 또는 뭇국은 쇠고기 국물에 무를 숭덩숭덩 썰어넣고 끓인 것이다.,,,,
122,아욱국은 아욱을 넣고 끓인것이다.,,,,
123,탕은 건더기가 더 많이 들어간 국을 의미한다.,,,,
124,"소의 갈비와 채소, 그리고 몸에 좋은 한약재를 넣고 우린 것이다.",,,,
125,"삼계탕은 닭과 한약재, 인삼, 대추와 파, 그리고 갖가지 채소를 넣고 진하게 끓인 것이다.",,,,
126,"삼계탕은 이열치열(뜨거운 것에는 뜨거운 것으로 상대한다는 뜻)에 따라 무더운 여름 초복, 중복, 말복에 먹는다.",,,,
127,"그 외에 해물탕, 매운탕, 추어탕, 알탕 등 탕의 종류는 매우 다양하다.",,,,
128,"튀각, 부각, 김치, 떡 등.",,,,
129,"재료를 기름에 튀긴 튀각과 부각은 간식으로 쓸 수 있으며, 특히 부각은 재료에 찹쌀 풀칠을 하여 필요할 때 튀겨 먹어 밑반찬으로 많이 쓰인다.",,,,
130,"포는 육포와 어포로 나뉘고 술안주나 간식, 밑반찬으로 쓰인다.",,,,
131,떡은 명절이나 큰 행사에 자주 쓰이는 음식으로 고조선 시대의 시루가 발견되어 긴 역사를 가늠할 수 있다.,,,,
132,"만드는 방법에 따라 치는 떡, 빚는 떡, 찌는 떡이 있다.",,,,
133,"백설기, 송편 등이 유명하다.",,,,
134,"차는 정신을 맑게 하는 효과가 있어 승려들이 많이 마셨다고 전하며 잎을 그대로 말려 마시는 녹차와 발효시켜 마시는 우롱차, 홍차가 있다.",,,,
135,"화채는 냉수에 꿀이나 엿기름을 탄 음식으로, 과일이나 오미자즙을 넣어 만들기도 한다.",,,,
136,"다른 음료로는 숭늉, 수정과, 식혜 등이 있다.",,,,
137,전통 식당에서 고기는 숯불 화로를 상에 놓고 여러 가지 반찬과 밥을 주위에 빙 늘어 놓고 구어 먹는다.,,,,
138,"구운 고기를 작은 조각으로 자른 다음 신선한 상추, 밥, 얇게 저민 마늘, 쌈장(고추장과 된장을 섞은 것) 그 밖의 양념을 같이 싸서 먹는다.",,,,
139,주로 불고기나 삼겹살을 많이 먹는다.,,,,
140,"사발 그릇에 밥과 여러 가지의 채소, 고기, 달걀, 고추장 등을 넣고 섞어서 먹는 비빔밥이 있다.",,,,
141,"또한, 눌은 밥을 이용한 누룽지, 숭늉이 있다.",,,,
142,이 간단한 음식들은 길거리의 포장마차에서도 살 수 있고 보통 식사라기보다는 간단한 간식으로 여겨지는 것들이다.,,,,
143,많은 포장마차들이 밤 늦게까지 장사를 하고 술을 같이 파는 경우도 있다.,,,,
144,"빙수는 여름에 기분전환으로 인기가 있고, 따뜻한 국물, 김밥, 호떡, 붕어빵 등은 가을과 겨울에 많이 먹는다.",,,,
145,김치전은 한국인들이 비오는 날 먹는 음식으로 매콤한 김치와 함께 밀가루와 부추를 무쳐서 기름으로 구워 먹는다.,,,,
146,"특히 빙수는 이제 한국에서 흔히 볼 수 있는 요리로 자리를 잡았고, 팥빙수에서 망고 빙수, 딸기 빙수롤 거듭났다.",,,,
147,빙수에 넣는 얼음을 가는 기술이 좋아지면서 찾는 사람들이 많아지고 있다.,,,,
148,"한식당은 떡볶이를 Spicy Rice Pasta로 적는 등 메뉴판에 한식의 고유명사를 쓰지 않고 정체불명의 이름을 쓰거나 음식을 설명하는 설명문만을 넣은 경우, 또 반대로 영어 설명 없이 고유명사만 써넣어 외국인들이 이해하기 어려운 경우들이 많았다.",,,,
149,이에 따라 2009년 대한민국 농림수산식품부는 한국음식에 대한 외국어 표기안을 만들었다.,,,,
150,그러나 2011년 여전히 미국의 한식당은 정체불명의 표기를 쓰는 곳이 많아 미국 뉴욕대(NYU) 대학원의 한인학생회가 '한식당 메뉴 정비 캠페인'을 벌이고 있다.,,,,
151,"일부 한식에는 떡을 ""Mochi""로, 김밥을 ""Onigiri""로, 순대를 ""Korean ham"" 혹은 ""Oriental sausage"" 라고 표기하기도 하는 등의 차용어 사용이 발견되기도 했다.",,,,
152,한식은 다른 나라의 음식에 비해 전적으로 탄수화물에 크게 의지하는 구조를 가진다.,,,,
153,더불어 다른 국가들에 비해 무언가를 한 번에 섞어 먹는 형태의 식사법을 가진다.,,,,
154,"가장 대표적인 예시는 상추쌈 종류의 음식이 있는데, 다른 나라들은 많아봐야 1~2가지 종류의 식재료를 한 입에 먹지만 한국 음식의 경우는 여러 가지 종류의 음식을 한 입에 집어넣어 먹는 형태를 가진 것이다.",,,,
155,"한식을 홍보하는 사람들은 한식을 '웰빙 식단'이라고 홍보하지만, 실제 웰빙 식단은 한 번에 먹는 것이 아닌 코스 요리처럼 채소, 두부나 계란 단백질, 마지막으로 고기 종류의 단백질 순서로 먹으며, 한식의 식사법은 이와 정확히 반대되는 식사법을 가지고 있다.",,,,
156,"실제로 대한민국은 아시아에서 가장 비만율이 높은 국가이며, 한식이 영향을 일부 끼친다고 보고하기도 했다.",,,,
157,동시에 한식은 세계에서 가장 나트륨 섭취가 높은 식단이기도 하다.,,,,
158,"한식의 대부분은 매운맛을 가지고 있는데, 이는 단 맛과 짠 맛을 가려버리기 때문에 더 많은 나트륨 사용을 하게 된다.",,,,
159,"한식의 대다수 음식들은 염장 음식이며, 특히 김치 한 포기의 경우 피자 45판 정도의 나트륨을 지니고 있다.",,,,
160,대한민국은 세계에서 뇌졸중 발병 확률과 대장암 발병 확률이 가장 높은 국가이기도 하다.,,,,
161,"산낙지와 같은 음식은 낙지의 특성 상 낙지가 사망해도 촉수가 움직이며, 빨판 등을 이용하여 기도를 막아 사망할 수 있다.",,,,
162,매년 복어로 사망하는 사람보다 더 많은 사망자를 기록한다.,,,,
163,일부 음식 중에는 발암물질이 발견되는 경우가 있다.,,,,
164,"WHO에서 정한 발암물질 중 '잠재적 발암물질'에는 김치, 고사리가 있다.",,,,
165,그 외에 위험하다고 판단되는 음식에는 숙주나물이 있다.,,,,
166,숙주나물에는 리스테리아균이 번식할 확률이 매우 크다.,,,,
167,"한식의 식사법 중 하나는 한 그릇에 음식을 두고 많은 사람들이 먹던 숟가락을 사용하여 덜어 먹는 것인데, 이는 전염병에 매우 취약하다는 문제를 가지고 있다.",,,,
168,헬리코박터균 문제는 한식 관련 문제에서 큰 비중을 차지하고 있기도 하다.,,,,
169,한식의 인상은 해외에서는 그다지 좋지 않다.,,,,
170,"대부분 같은 재료를 사용하여 맛이 밋밋하다는 인식이 있으며, 대다수가 낙지 같은 음식들을 보며 혐오를 느끼기도 한다.",,,,
171,"거기에 한식은 맵고 짜다는 인식이 강해 한국에서도 외국 식단에 맞는 한식을 만들겠다는 방법으로 홍보를 시도하였으나, 전에 블루베리를, 민트 초콜릿과 치킨을, 김치와 칵테일, 초콜릿 혹은 초콜릿 케이크를 함께 합친 음식 등의 문제가 생긴다.",,,,
172,미국의 일부 점포에서는 한식을 전혀 모르는 사람들이 한식 전문점을 개장하여 평을 떨어뜨리는 문제도 발생한다.,,,,
