,sentence,subject,object,label,memo
25,그렇지만 노르웨이 내에서 고래를 먹는데 대해 논쟁이 있는 것은 아니다.,,,,
26,"과일이나 베리류는 대륙 북부 즉 추운 지역일수록 천천히, 늦게 익는다.",,,,
27,그래서인지 작지만 빨리 익거나 강한 맛을 내는 과일을 노르웨이 사람들이 많이 쓴다.,,,,
28,"딸기나 블루베리, 월귤, 나무 딸기(raspberry), 사과가 가장 많이 찾는 과일에 속한다.",,,,
29,과일로 만든 후식의 종류도 다양한데 체리가 자라는 지역이라면 체리를 꼭 후식에 같이 곁들여 먹는다.,,,,
30,진들 딸기(cloudberry)는 노르웨이에서도 매우 고급스러운 식재료라서 특별한 날이라면 크림에 진들 딸기를 섞어서 먹는다.,,,,
31,당연히 야생 진들 딸기가 더 비싸고 귀하다.,,,,
32,독일 식과 유사한 스타일의 케이크나 과자류도 많은데 스펀지 케이크가 그런 경우이고 덴마크 식의 과자도 찾아볼 수 있다.,,,,
33,와플 이나 비스킷 류도 그런 예가 있다.,,,,
34,소두구(cardamom)로 맛을 낸다.,,,,
35,커피는 사람들이 아주 자주 먹는 기호품으로서 저녁 식사 전후에 방이나 후식 혹은 술과 곁들여 먹는다.,,,,
36,평균적으로 노르웨이 사람들이 일 년에 소비하는 커피는 1인당 160리터 즉 10kg에 달한다고 알려져 있다.,,,,
37,전국민의 80%가 커피를 마신다.,,,,
38,최근에는 서부 지역에서 원두커피를 우려 먹는 것이 흔해져서 전문 바리스타들이 이탈리아 스타일의 커피를 판매하는 형태의 가게가 흔해졌다.,,,,
39,우유나 치즈 같은 낙농제품은 여전히 가장 사랑 받는 식품인데 전국 어디에서든지 찾을 수 있다.,,,,
40,치즈는 수출품이기도 하고 가장 많이 사랑 받는 것으로는 얄스베르그 치즈가 있다.,,,,
41,브루노스트라는 갈색 혹은 붉은 빛을 띠는 치즈도 있지만 이것은 사실 치즈가 아니라 염소젖 속 젖당을 캐러멜화해 만든 유제품이다.,,,,
42,더 고급스럽고 강한 맛을 내는 것으로는 가말로스트가 있는데 문자 그대로 해석을 하면 '오래된 치즈'이다.,,,,
43,오래 묵힌 것이라서 혀를 톡 쏘는 맛을 내며 갈색 빛이다.,,,,
44,상업적으로 판매를 하기 위해서든지 아니면 가정에서 증류를 해서 술을 마시든지 할 것 없이 노르웨이의 알코올 증류 역사는 긴 편이다.,,,,
45,최근에는 알코올 증류와 제조에 있어 법규가 엄격해지면서 주류업자들이 더 부유해지고 있다.,,,,
46,색소를 첨가하는 음료는 그 특징에 따라서 불법이기도 하지만 법적인 경우도 있다.,,,,
47,맥주의 경우에는 레드 비어가 많이 팔리는 편인데 필젠 맥주가 가장 인기 있지만 실제로는 전통 방식의 맥주가 맥아로 발효되어 알코올 도수가 더 높다.,,,,
48,증류된 음료수 중에 대표적인 것으로는 아케비트(akevitt)가 있는데 노란 빛의 음료수로서 라틴어로 생명의 물이라는 뜻인 아쿠아 위타이(aqua vitae)에서 이름이 유래했다.,,,,
49,"노르웨이에서는 보드카, 생수, 과일주스도 생산된다.",,,,
