,sentence,subject,object,label,memo
39,치즈 케이크도 아주 흔해서 독일산 치즈인 크바르크를 이용해서 많이 만든다.,,,,
40,"가운데에 구멍이 없는 독일식 도넛은 안에 잼이나 다른 재료를 채워서 먹는데 베를리너(Berliner)라고도 부르며, 빵을 튀겨서 먹는 방식이다.",,,,
41,달걀케이크(Eierkuchen)를 만들어서 나눠 먹기도 한다.,,,,
42,빨강의 과일 푸딩인 로테 그뤼체도 많이 먹는 요리인데 주소와 곁들여서 많이 먹는다.,,,,
43,예부터 바닐라 소스와 우유로 만들어 먹기도 했다고 한다.,,,,
44,아침밥은 대개 토스트를 한 빵에 잼을 발라 먹는다.,,,,
45,"햄이나 고등어 따위의 통조림도 자주 먹으며, 치즈도 빠지지 않는다.",,,,
46,간 소시지도 아침 메뉴로 등장하고 콘푸레이크 같은 시리얼은 아주 흔하다.,,,,
47,"아침밥에 마시는 음료는 커피나 우유, 코코아를 마신다.",,,,
48,"전통적으로 독일의 정찬은 점심에 해당되어 저녁 식사는 아침과 유사하게 간단한 고기와 빵을 곁들여 항상 간소하게 먹었다. 하지만 지난 50년간 여타 유럽 국가들처럼 독일의 식사관도 많이 바뀌어 오늘날에는 많은 사람들이 일을 하는 점심을 간단하게 먹고, 가족 모두 저녁 식사를 길게 먹는다.",,,,
49,하지만 전통적인 방식대로 식사를 하는 사람도 적지 않다.,,,,
50,"아침밥은 여전히 꼭 해야한다고 생각을 해서 차려 먹고, 주말에는 손님을 초대해서 먹기도 한다.",,,,
51,또한 바쁜 사람들의 경우 브런치를 먹기도 한다.,,,,
52,브런치의 경우 보통 아침밥과 유사하지만 작은 후식을 곁들여 따뜻한 수프를 마시기도 한다.,,,,
53,"제2차 세계 대전 이후에 단순노동자의 수요와 공급에서 불균형이 일어나자 외국계 노동자들을 고용하는데, 이러한 시대변화에 따라 많은 외국 음식이 독일 요리 문화에 유입되기 시작하였다.",,,,
54,이탈리아의 파스타와 피자는 주류 독일 요리의 하나로 자리매김하였으다.,,,,
55,피자는 독일에서 인기있는 패스트푸드다.,,,,
56,터키 이민자들 또한 케밥을 시작으로 하여 독일 요리에 적지않은 영향을 끼쳤다.,,,,
57,"중국 요리, 베트남 요리, 그리스 요리와 발칸 요리는 널리 퍼졌다.",,,,
58,"인도 요리, 태국 요리 등지의 아시아 요리를 비롯해 프랑스 요리가 수십 년간 독일에 들어와 있었지만 1990년대 이후로는 독일풍을 갖춰 더 독일인의 입맛에 맞고, 세련된 형태로 변모하고 있다.",,,,
