,sentence,subject,object,label,memo
21,"아침식사에 수죽(터키 소시지), 뵈레크, 시미트, 포아차, 파스트라마와 수프를 같이 먹기도 한다.",,,,
22,"또한, 메네멘(Menemen)이라고 불리는 터키식 달걀 스크램블도 많이 먹는다.",,,,
23,"메네멘에는 주로 토마토, 고추, 양파, 올리브유 등이 들어간다.",,,,
24,거의 항상 차이가 아침식사에 빠지지 않는다.,,,,
25,"터키어로 아침 식사는 카흐발트(kahvaltı)라고 불리는데, 이는 커피보다 먼저(kahve, '커피'; altı, '아래')이라는 뜻이다.",,,,
26,"또한, 터키에 주로 아침 출근 시간대에 아침 식사 대용으로 시미트라고 불리는 빵을 판다.",,,,
27,이스탄불 시내에서도 1리라면 하나를 살 수 있을 정도로 저렴하며 맛도 좋다.,,,,
28,가정식은 여전히 터키인들이 가장 선호하는 식사 중 하나이다.,,,,
29,"사회가 급변하면서 가정식을 먹는 빈도가 줄어들고 있으나, 터키인들은 여전히 집에서 밥을 먹는 것을 선호한다.",,,,
30,터키의 식사는 주로 수프를 먹는 것에서 시작한다.,,,,
31,"그 후에 육류와 콩, 채소로 된 요리와 함께 불구르나 쌀로 만든 필라프를 먹는다.",,,,
32,"또한, 샐러드나 요거트를 희석시켜 잘게 썬 오이와 함께 섞어먹는 자즈크도 식사에 빠지지 않는다.",,,,
33,"닭고기 뒤륌(Tavuk Dürüm), 닭고기 샌드위치(Tavuk Ekmek) 같은 터키식 패스트 푸드 요리와 세계적인 패스트 푸드 체인점이 많이 진출했지만, 여전히 터키인들은 식사를 할 때 여러가지 음식을 차린 상을 선호한다.",,,,
34,"게다가, 터키의 전통음식인 쾨프테, 되네르, 코코레치, 뵈레크, 괴즐레메(gözleme) 같은 요리들도 패스트 푸드 형태로 판매되기도 한다.",,,,
35,터키에서 외식을 하기 위한 식당은 주로 상업 중심지구에 많이 있다.,,,,
36,"주로 소매상인들을 대상으로 하는 에스나프 로칸타스(Esnaf lokantası)는 터키 전통 가정식을 저렴한 가격에 판매하며, 터키 전역에 퍼져있다.",,,,
37,"여름에는 토마토 소스와 요거트를 곁들인 볶은 채소 요리(감자, 고추, 가지 등)를 자주 먹는다.",,,,
38,달걀을 이용한 요리인 메네멘과 츨브르(Çılbır)는 대표적인 여름 요리이다.,,,,
39,"양 치즈, 오이, 토마토, 수박, 멜론 등으로도 여름 요리를 만든다.",,,,
40,디저트 류로는 여름 헬바를 많이 먹는다.,,,,
41,여름에 주로 먹는 헬바는 원래 헬바에 비해 덜 달다.,,,,
42,"가장 흔하게 사용되는 식재료는 양고기, 소고기, 닭고기, 가지, 고추, 양파, 마늘, 렌즈콩, 콩, 토마토 등이다.",,,,
43,"피스타치오, 호두, 아몬드, 개암, 밤과 같은 견과류는 주로 디저트를 만드는데 많이 사용된다.",,,,
44,"많이 사용되는 향신료와 허브는 파슬리, 커민, 후추, 파프리카, 민트, 오레가노, 고추, 올스파이스, 백리향 등이다.",,,,
45,올리브도 아침 식사와 메제(meze)에 많이 올라가는 재료다.,,,,
46,"터키 요리에는 주로 버터, 마가린, 올리브유, 해바라기씨유, 카놀라유, 옥수수유 등이 주로 사용된다.",,,,
47,"또한, 참깨, 개암, 땅콩, 호두 기름도 많이 사용된다.",,,,
48,쿠이룩 야으(Kuyruk yağı)라고 불리는 양의 꼬리 부분의 지방도 케밥이나 고기요리에 사용된다.,,,,
49,터키의 아나톨리아 지방은 비옥한 땅이기 때문에 과일의 종류가 다양하고 생산량도 많으며 저렴하다.,,,,
50,오스만 요리에서는 과일은 주로 고기 요리에 사이드 디시로 같이 나왔다.,,,,
51,"터키 요리에는 자두, 석류, 배, 사과, 포도, 무화과, 귤, 오렌지, 살구 등이 주로 요리에 쓰이며, 생과일 뿐만 아니라 말린 과일도 쓰인다.",,,,
52,"예를 들면, 콤포트나 호샤프(hoşaf) 등이 고기 요리와 필라프의 사이드 디시로 나온다.",,,,
53,돌마(Dolma)나 필라프에도 건포도가 들어간다.,,,,
54,오스만 요리에서는 에트리 야프락 살마에도 자두가 들어간다.,,,,
55,터키의 디저트에는 주로 신선한 과일 대신 말린 과일이 들어간다.,,,,
56,"옛날에는 육류는 주로 결혼식이나 쿠르반 바이라므 같은 명절에만 먹는 음식이었다. 하지만, 산업생산이 도입된 이후 육류 섭취량이 크게 늘어 일상적인 음식이 됐다.",,,,
57,"이전에는 꺼렸던, 송아지 고기도 이제는 많이 소비된다.",,,,
58,고기류는 주로 저민 고기와 채소를 섞어서 요리한다.,,,,
59,"이것을 크이마르 파술리예(저민 고기와 콩) 또는 크이마르 으스파낙(kıymalı ıspanak, 저민 고기와 시금치)로 부른다.",,,,
60,해안가에 위치한 마을에서는 정어리나 함시(hamsi) 같은 값싼 재료들이 많다.,,,,
61,"또한, 많은 계절 해산물도 많이 난다.",,,,
62,"달걀, 닭고기를 제외한 오리 같은 가금류도 많이 사용되는 식재료다.",,,,
63,한때 터키 요리에서 가장 많이 쓰이던 우유를 먹여 키운 양은 이제는 예전 만큼 인기 있는 식재료는 아니다.,,,,
64,쿠주 체비르메(Kuzu çevirme)라는 양고기로 만든 제사 음식은 현재는 보기 극히 드물다.,,,,
65,터키는 이슬람교를 믿는 국민이 절대다수이기 때문에 터키 요리에는 돼지고기는 허용되진 않는다.,,,,
66,요거트는 터키 요리에서 빼놓을 수 없는 음식이다.,,,,
67,"사실, 요거트라는 영어 단어는 터키어 요우르트(yoğurt)에서 유래한 말이다.",,,,
68,"터키 음식에서 요거트는 어떤 종류의 음식과도 곁들여서 나오는데, 케밥, 쾨프테 같은 메인 요리에도 함께 나오며, 채소로 만든 사이드 디시에도 같이 나온다.",,,,
69,특히 터키식 만두요리인 만트에는 요거트를 토마토 소스와 섞어서 곁들어 올린다.,,,,
70,시골에서는 요거트를 빵이나 쌀이랑 같이 먹기도 한다.,,,,
71,"두툼하고 고지방의 요거트인 쉬즈메 요우르트(süzme yoğurt, 여과된 요거트)는 요거트 커드를 훼이에서 정제하면서 만든다.",,,,
72,터키 요리에서 가장 흔히 마시는 음료는 아이란으로 요거트로 만들어진다.,,,,
73,"요거트는 케잌이나 수프, 패스트리를 만드는데도 사용된다.",,,,
74,터키에서는 다양한 종류의 치즈가 생산된다.,,,,
75,거의 대부분은 양젖을 이용한다.,,,,
76,"일반적으로 이런 치즈는 오랫동안 숙성되지 않고, 상대적으로 지방 함유가 적다.",,,,
77,치즈 생산은 지역마다 특색이 다양하다.,,,,
78,터키식 식사에서 가장 먼저 나오는 음식이 초르바(çorba)라고 불리는 수프이다.,,,,
79,수프의 이름은 주로 주재료에서 따온다.,,,,
80,"메르지메크 초르바(렌즈콩 수프), 요거트 또는 밀로 만든 타르하나 초르바 등이 있다.",,,,
81,이슈켐베 초르바나 파차 초르바는 겨울에 보양식으로 먹는 수프이다.,,,,
82,터키식 아침식사인 카흐발트가 대중화되기 전에는 수프는 몇몇사람들만 즐기던 음식이었다.,,,,
83,터키 요리의 수프는 다음과 같다.,,,,
84,터키 요리에는 다양한 짭짤하고 단맛이 나는 페이스트리가 있다.,,,,
85,다양한 재료로 만들어진 도우는 옛 터키 요리의 필수적인 것이다.,,,,
86,겹으로 쌓은 도우는 중앙아시아의 유목민이던 투르크 족의 식문화에서 유래했다.,,,,
87,"도우는 주로 사츠(쇠 후라이팬)와 오클라바(밀방망이)를 이용해 만드는데, 이것으로 인해 터키인들은 뵈레크(Börek), 귈라츠, 바클라바 같은 페이스트리를 만들 수 있었다.",,,,
88,뵈레크는 얇은 밀가루 반죽을 얇게 쌓아 만든 페이스트리로 짭짤한 맛이 난다.,,,,
89,"수 뵈레이(Su böreği)는 끓인 유프카나 파일로와 치즈, 파슬리로 만들어지며, 가장 흔히 먹는 뵈레크이다.",,,,
90,치으 뵈레크 또는 타타르 뵈레이는 다진 고기를 넣어서 튀긴 뵈레크이다.,,,,
91,콜 뵈레이는 그 재료나 모양에 따라서 다양한 이름을 갖고 있다.,,,,
92,"핀잔(커피잔), 무스카(탈리스만), 귈 뵈레이(장미), 시가라 뵈레이(담배) 등이 있다.",,,,
93,터키의 다른 전통 뵈레크로는 탈라쉬 뵈레이와 푸프 뵈레이가 있다.,,,,
94,탈라쉬 뵈레이는 파일로 도우 안에 채소와 다진 고기가 들어있다.,,,,
95,라즈 뵈레이는 단 맛이 나는 뵈레크로 흑해 지역에서 주로 먹는다.,,,,
96,포아차(Poğaça)는 짭짤한 페이스트리 중 하나다.,,,,
97,최렉처럼 맛에 따라서 다양한 이름이 있다.,,,,
98,"괴즐레메(Gözleme)는 시골에서 흔히 먹는 페이스트리로 라바시나 파일로 도우로 만들어지며, 그 속에 치즈, 파슬리, 다진 고기, 감자, 시금치 등이 들어간다.",,,,
99,그리들을 이용해서 만들지만 옛 방식으로는 사츠를 이용해 만든다.,,,,
100,카트메르는 밀방망이로 펴서 만든 도우다.,,,,
101,들어가는 소에 따라 다양한 맛이 난다.,,,,
102,피스타치오와 카이막을 넣은 카트메르는 가지안테프에서 인기있는 아침식사 중 하나다.,,,,
103,"라흐마준은 다진 고기, 토마토, 고추, 양파, 마늘 등을 넣고 만든 납작빵로 아랍어로 고기가 들어간 도우라는 뜻이다.",,,,
104,"피데는 빵 위에 다진 고기와 카샤르 치즈, 베야즈 치즈, 수죽, 파스트르마 등을 올려서 먹는 음식이다.",,,,
105,피데는 가장 유명한 터키 요리 중 하나로 돌로된 오븐에서 주로 굽는다.,,,,
106,아츠마는 터키 전역에서 먹는 부드러운 빵이다.,,,,
107,"시미트와 유사하게 생겼지만, 글레이즈로 덮힌 것이 특징이다.",,,,
108,주로 아침식사와 간식용으로 먹는다.,,,,
109,채소 요리는 터키의 식사의 메인 요리이다.,,,,
110,다양한 채소가 요리 재료로 사용된다.,,,,
111,"시금치, 리크, 콜리플라워, 아티초크, 양배추, 샐러리, 가지, 피망, 껍질콩, 뚱딴지 등이 많이 사용되는 재료다.",,,,
112,"전형적인 채소 요리는 잘게 썬 양파, 올리브유에 살짝 튀긴 당근, 토마토, 토마토 페이스트 등이 필요하다.",,,,
113,"그 후 뜨거운 물에 채소를 끓인 후에, 한 스푼 정도의 쌀과 레몬 즙이 첨가된다.",,,,
114,채소 요리는 술루 예멕(sulu yemek)이라고 불리는 국물과 함께 제공된다.,,,,
115,"채소 요리에 다진 고기도 들어가지만, 올리브유에 볶은 요리는 고기 없이 식혀서 제공된다.",,,,
116,"시금치, 리크, 아티초크 등이 흔히 쓰이는 채소 요리 재료이다.",,,,
117,돌마(Dolma)는 속을 꽉 채운 채소요리다.,,,,
118,올리브유로 요리한 돌마는 고기가 들어가지 않는다.,,,,
119,"주로 고추, 가지, 토마토, 주키니호박, 포도 나뭇잎 등에 속을 채운다.",,,,
120,포도 나뭇잎을 재료로 쓸 때는 소금물에 초절임을 해 쓴다.,,,,
121,돌마는 지역마다 다양한 종류로 발전해왔다.,,,,
122,"특히, 에게 해 지역에서는 안티초크 돌마가 유명하다.",,,,
123,"터키인의 절대다수가 이슬람교를 믿지만, 술 역시 터키 요리에서 빼놓을 수 없는 요소다.",,,,
124,그러나 몇몇 터키인들은 라마단 기간 동안에는 음주를 자제하는 편이다.,,,,
125,라크(Rakı)는 터키에서 가장 인기있는 술이다.,,,,
126,"터키인들은 차를 마시는 것을 좋아하는데, 하루종일 차이라고 불리는 홍차를 마신다.",,,,
127,터키식 홍차인 차이는 주전자 두개로 끓인다.,,,,
