,sentence,subject,object,label,memo
159,"검은빛을 띠는데, 오로지 이 지역에서만 나는 독특한 음식이라고 할 수 있다.",,,,
160,"그밖에 ""파마산 치즈""로도 알려진 파르미자노 레자노가 대단히 유명하며, 레조넬에밀리아를 비롯한 파르마, 모데나, 볼로냐에서 생산된다.",,,,
161,생선을 많이 사용하기도 한다.,,,,
162,토스카나주의 음식은 간결한 음식의 대명사로 통한다.,,,,
163,"콩과 식물이나 빵, 치즈, 채소, 버섯, 제철 과일을 많이 사용한다.",,,,
164,올리브기름은 여러 종류가 있지만 특별히 산미니아토에서 나는 트뤼프는 10월과 11월에 맛볼 수 있는 별미이다.,,,,
165,키아나(Chiana) 계곡에서 생산하는 맥주는 최고급 품질을 자랑하며 티본스테이크를 피렌체식 스테이크라는 별칭으로 부른다.,,,,
166,"특별히 토스카나에서는 아직도 소나무를 가져다가 직접 땔감으로 요리하는 모습이 낯설지 않으며, 포도주나 멜론, 햄은 그 맛이 아주 뛰어나기로 유명하기도 하다.",,,,
167,"토스카나식 수프는 완두콩을 찬 소금물에 넣어 삶은 뒤 박하나 파슬리, 마늘 등의 향료를 손질하고 삼겹살 부위를 가져다 끓이는 요리이다.",,,,
168,"토마토나 양배추는 선택 사항이지만 많이 넣는 편이며, 마지막쯤에 가서 소금이나 후추 간을 하고 파스타를 국물에 넣어 익힌다.",,,,
169,"이밖에도 순대와 유사한 형태의 요리인 “말레가토 세네제”(Mallegato Senese)는 갓 잡은 돼지 장에 후추와 잣, 과일 열매(시트론 따위)를 넣고 물에 끓인 뒤 버터를 두른 팬에 구워 먹는 요리이다. “프리텔레 디 산귀나치오”(Fritelle Di Sanguinaccio)라고 부르는, 돼지머리와 채소 육수와 함께 돼지껍질을 튀겨 먹는 요리도 있다.",,,,
170,이탈리아의 여러 지방과 마찬가지로 파스타와 채소 등이 주로 사용된다. 하지만 가장 특징적인 것은 소시지 만들기이다.,,,,
171,이는 흑돼지 사육이 이뤄지는 지역이 있기 때문으로 수세기 동안 지역의 이름을 따 정육점을 “Norcineria”라 불렀다.,,,,
172,봄여름에는 채소나 과일 수확이 활발한 반면 가을과 겨울은 사냥철이다.,,,,
173,보통 10월에서 2월까지가 해당된다.,,,,
174,"육류가 매우 보편적인 편이지만 송어나 민물고기, 농어, 대구, 잉어 등 생선류도 많이 난다.",,,,
175,마르케주 해안 지방에서는 해산물 생산이 많다.,,,,
176,내륙 지방은 돼지 사육이 많아서 햄 소비량이 상대적으로 많다.,,,,
177,햄을 만들 때에는 한입에 베어 물 수 있을 정도로 잘라서 덩어리로 만들어 보관한다.,,,,
178,"닭고기나 생선을 절여서 파는 모습도 흔하며, 대개 구워 먹는다.",,,,
179,"그 때문에 생선 수프가 별미이며, 최고급 생선 수프라면 적어도 13종류의 생선을 요리해서 육수나 살코기로 내놓아야 한다고 보기도 한다.",,,,
180,"대개 구이 요리(생선 및 육류 포함)는 마늘이나 로즈메리, 백포도주와 함께 요리한다.",,,,
181,일례로 대구 요리를 준비하려면 이틀 정도 물에 넣고 가시와 비린내를 제거해 토마토를 넣고 고기를 소스에 조리한다.,,,,
182,"대구는 냄비에 넣기 전에 밀가루를 입혀서 튀기도록 하는데, 가장 좋은 빛깔은 금빛이다.",,,,
183,"이를 “메를루초 알라 마르키지아나”(Merluzzo Alla Marchigiana, “마르케 지방의 대구 요리”라는 뜻)라고 부른다.",,,,
184,마르케 주 남부 지방에서는 올리브 속에 다진 고기와 파르미자노 레자노를 넣어 튀겨낸 요리인 올리브 올라스코라나가 유명하다.,,,,
185,라치오주에서는 영양 많은 파스타를 많이 먹는다.,,,,
186,칠리소스를 많이 쓰기 때문에 파스타 자체도 향이 강하고 매운 편이다.,,,,
187,라치오 사람들의 자랑은 돼지고기와 소고기 요리로서 파자타나 고다 알라 바이나라 등이 있다.,,,,
188,유대계 민족의 요리 영향을 조금 받았기 때문에 기원전 1세기 이후부터 그러한 형태가 나타났다고 본다.,,,,
189,"양념은 대개 로즈메리, 백포도주, 후추로 구성되는데, 북부나 남부와는 상당히 다른 편이다.",,,,
190,"살팀보카라는 요리는 로마에서 유래했다고 추측되는데, 세이지를 곁들여서 소고기를 구워 놓은 요리이며, 또 다른 형태로는 고기를 잘게 썰어 냄비에 물과 함께 넣은 뒤 채소나 크로브로 채워서 천천히 끓여 먹는 가로포라토(garofolato)가 있다.",,,,
