,sentence,subject,object,label,memo
28,다만 고기류는 라마단 기간에는 빼고 과일만 넣는다.,라마단,고기,0,
29,단 음식이 거의 마지막에 항상 나온다.,단 음식,마지막,0,식자재: 대표시간의 관점에서 본다면?
30,"계절마다 과일이 많이 나기 때문에 흔한데 가장 흔한 것은 ""캅 엘 그잘kaab el ghzal""이라고 하는 요리로서 아몬드 가루와 설탕을 흩뿌린 달콤한 과자이다.",캅 엘 그잘,Kaab el ghzal,3,
31,"다른 것은 ""할와 쉐바키아 Halwa shebakia ""라는 것으로 밀가루를 튀겨낸 다음에 참깨를 부리고 위에 꿀을 뿌린 디저트이다.",할 와 쉐바키아,Halwa shebakia,3,
32,할와 요리는 대개 라마단에 많이 먹는다.,할 와 요리,라마단,0,
33,모로코인들이 가장 즐기는 차는 아타이(민트차)이다.,민트차,아타이,3,
34,대체적으로 맛있는 민트차를 차는 것은 예술과도 가깝게 추앙돼 왔으며 가족들이나 친구들끼리 매일매일 잠시 얘기를 나누고 즐겁게 쉬는 시간으로 간주된다.,민트차,예술,0,
35,차를 따르는 것은 기술이자 차의 맛을 좌우한다고 보기도 한다.,기술,차,0,
36,모로코 찻주전자는 길고 긴 대롱이 있어서 작은 찻잔에 높이서도 부을 수가 있다.,모로코 찻주전자,대롱,0,
37,모로코 사람들은 대개 차에 거품이 조금이라도 있는 것을 좋아하는데 높이 붓기도 하고 그때 컵을 잡고 받는 경우가 꽤 있기 때문이다.,거품,컵,0,
38,차는 시장에서도 흔히 구할 수 있는데 거의 2~3 디나르면 살 수 있다.,차,디나르,0,
39,사려고 하면 그냥 차 한잔은 주는 사람도 많은 편이지만 가격은 천차만별이다.,차,가격,0,
40,거리에서 먹을 수 있는 패스트푸드는 아주 흔해서 대도시에서는 아주 흔히 볼 수 있다. 1980년대 이후로 새로운 스낵을 주로 한 레스토랑이 문을 열었고 스페인 식 보카디요를 내놓기 시작했다.,레스토랑,1980,0,
40,거리에서 먹을 수 있는 패스트푸드는 아주 흔해서 대도시에서는 아주 흔히 볼 수 있다. 1980년대 이후로 새로운 스낵을 주로 한 레스토랑이 문을 열었고 스페인 식 보카디요를 내놓기 시작했다.,레스토랑,보카디요,4,
41,"보카디요는 스페인식 샌드위치로서 지역마다 넣는 재료가 다르지만 대체적으로는 바게트 사이에 참치, 고기, 노른자를 넣는다.",샌드위치,보카디요,1,
41,"보카디요는 스페인식 샌드위치로서 지역마다 넣는 재료가 다르지만 대체적으로는 바게트 사이에 참치, 고기, 노른자를 넣는다.",보카디요,노른자,2,
43,"이러한 가게를 ""mahlabas""라고 부르는데 모든 유제품을 구할 수 있으며 일종의 작은 스낵바로 볼 수도 있다. 1990년대 이후로는 다국적 기업 패스트푸드점이 연이어 주요 도시에 문을 열었다.",mahlabas,유제품,4,
44,쿠스쿠스는 북아프리카를 대표하는 요리로서 비단 모로코 뿐 아니라 다른 나라에서도 여러 형태로 존재한다.,북아프리카,쿠스쿠스,4,
45,유럽의 여러 레스토랑이나 작은 가게에서도 쿠스쿠스를 많이 볼 수 있는데 특히 프랑스와 영국에 모로코식 요리를 레몬으로 향을 가미해 많이 존재하고 있다.,모로코식 요리,레몬,0,
45,유럽의 여러 레스토랑이나 작은 가게에서도 쿠스쿠스를 많이 볼 수 있는데 특히 프랑스와 영국에 모로코식 요리를 레몬으로 향을 가미해 많이 존재하고 있다.,모로코식 요리,쿠스쿠스,1,
